T+,calib?,armed?,ignition?,apogee?,touchdown?,state,Vbat,ax,ay,az,gx,gy,gz,mx,my,mz,qw,qx,qy,qz,temp,pres,alt,vvel,vaccel,tvc_x,tvc_y,pyro_motor,pyro_parachute
138.433,1,1,1,0,0,BOOST,11.971,-4.019,0.055,-13.161,1.127,5.496,-4.42,-27.274,-51.597,-18.435,-0.259,0.884,0.347,-0.176,37.08,100533.047,47.303,14.244,-22.251,0,0,BROKEN,STANDBY
138.484,1,1,1,0,0,BOOST,11.984,-2.786,-0.802,-13.141,0.009,5.36,-4.399,-15.138,-60.853,-22.678,-0.344,0.849,0.4,-0.028,37.08,100535.391,47.567,12.883,-21.38,0,0,BROKEN,STANDBY
138.534,1,1,1,0,0,BOOST,11.988,-1.484,-0.643,-12.992,-0.965,5.112,-4.318,11.593,-63.063,-22.849,-0.391,0.797,0.441,0.131,37.08,100541.375,47.672,11.513,-20.304,0,0,BROKEN,STANDBY
138.585,1,1,1,0,0,BOOST,11.981,-1.584,-0.175,-12.794,-1.773,4.722,-4.279,24.272,-58.519,-23.911,-0.405,0.732,0.465,0.289,37.1,100535.984,47.646,10.172,-18.753,0,0,BROKEN,STANDBY
138.636,1,1,1,0,0,BOOST,11.987,-1.206,0.094,-12.477,-2.669,3.934,-4.27,32.508,-49.992,-20.209,-0.384,0.659,0.474,0.441,37.1,100517.219,47.513,8.896,-16.85,0,0,BROKEN,STANDBY
138.687,1,1,1,0,0,BOOST,11.978,-0.043,0.075,-12.377,-3.483,3.436,-4.281,39.966,-38.839,-16.261,-0.33,0.584,0.466,0.576,37.11,100498.219,47.263,7.492,-14.484,0,0,BROKEN,STANDBY
138.738,1,1,1,0,0,BOOST,11.993,-0.212,0.981,-12.536,-4.068,2.891,-4.26,46.155,-28.635,-12.375,-0.248,0.507,0.439,0.699,37.12,100499.281,47.02,6.443,-12.619,0,0,BROKEN,STANDBY
138.789,1,1,1,0,0,BOOST,11.992,-0.251,1.35,-12.536,-4.483,1.969,-4.29,47.179,-15.526,-7.404,-0.144,0.432,0.393,0.799,37.12,100495.641,46.759,5.522,-10.365,0,0,BROKEN,STANDBY
138.84,1,1,1,0,0,BOOST,11.969,-1.146,1.519,-12.586,-4.469,1.156,-4.318,47.417,-3.918,-4.848,-0.018,0.366,0.332,0.869,37.12,100490.945,46.482,4.729,-8.105,0,0,BROKEN,STANDBY
138.891,1,1,1,0,0,BOOST,11.971,-1.335,1.37,-12.605,-4.42,0.28,-4.319,46.037,7.467,1.369,0.112,0.307,0.263,0.908,37.14,100489.43,46.203,4.081,-5.585,0,0,BROKEN,STANDBY
138.942,1,1,1,0,0,BOOST,11.985,-1.434,1.21,-12.338,-4.233,-0.439,-4.34,40.33,14.978,6.441,0.243,0.263,0.195,0.913,37.14,100484.734,45.913,3.563,-3.306,0,0,BROKEN,STANDBY
138.993,1,1,1,0,0,BOOST,11.985,-1.713,0.603,-12.338,-3.898,-1.237,-4.332,36.634,23.486,8.382,0.369,0.231,0.12,0.892,37.13,100488.367,45.61,3.145,-1.697,0,0,BROKEN,STANDBY
139.044,1,1,1,0,0,BOOST,11.985,-1.584,0.353,-12.437,-3.54,-1.887,-4.311,30.557,28.696,12.346,0.489,0.214,0.044,0.845,37.14,100484.734,45.3,2.808,-0.345,0,0,BROKEN,STANDBY
139.095,1,1,1,0,0,BOOST,12.001,-1.464,0.174,-12.566,-2.811,-2.533,-4.263,25.359,33.589,17.241,0.595,0.208,-0.03,0.776,37.14,100485.789,44.995,2.539,0.639,0,0,BROKEN,STANDBY
139.146,1,1,1,0,0,BOOST,11.988,-1.395,-0.115,-12.814,-2.355,-2.909,-4.244,20.536,35.994,19.653,0.686,0.215,-0.102,0.688,37.14,100482.156,44.705,2.327,1.273,0,0,BROKEN,STANDBY
139.196,1,1,1,0,0,BOOST,11.977,-1.524,-0.414,-12.972,-1.798,-3.149,-4.204,14.925,37.048,20.681,0.757,0.237,-0.166,0.586,37.14,100476.406,44.431,2.151,1.576,0,0,BROKEN,STANDBY
139.248,1,1,1,0,0,BOOST,11.997,-1.444,-0.872,-13.081,-1.006,-3.361,-4.143,10.551,36.324,21.996,0.808,0.27,-0.219,0.476,37.14,100479.805,44.12,1.966,1.564,0,0,BROKEN,STANDBY
139.299,1,1,1,0,0,BOOST,11.992,-0.858,-1.261,-13.081,-0.5,-3.307,-4.101,4.535,37.379,22.957,0.839,0.311,-0.264,0.361,37.14,100480.039,43.877,1.814,1.126,0,0,BROKEN,STANDBY
139.35,1,1,1,0,0,BOOST,11.988,-0.44,-1.559,-13.29,0.208,-3.182,-4.05,2.909,37.917,23.879,0.85,0.358,-0.299,0.244,37.13,100469.602,43.644,1.639,0.347,0,0,BROKEN,STANDBY
139.401,1,1,1,0,0,BOOST,11.993,0.156,-1.53,-13.29,0.627,-2.977,-4.026,-2.653,40.202,24.515,0.844,0.41,-0.322,0.129,37.12,100467.484,43.436,1.44,-0.687,0,0,BROKEN,STANDBY
139.452,1,1,1,0,0,BOOST,11.988,0.693,-1.241,-13.349,1.021,-2.718,-4.018,-5.445,37.501,22.497,0.82,0.464,-0.334,0.019,37.13,100469.602,43.259,1.206,-2.021,0,0,BROKEN,STANDBY
139.503,1,1,1,0,0,BOOST,11.992,1.25,-1.201,-13.389,1.252,-2.439,-4.029,-10.963,36.728,22.925,0.784,0.516,-0.335,-0.087,37.11,100463.016,43.105,0.928,-3.384,0,0,BROKEN,STANDBY
139.554,1,1,1,0,0,BOOST,11.942,1.687,-0.742,-13.25,1.431,-2.148,-4.045,-16.146,36.226,21.058,0.735,0.564,-0.326,-0.187,37.11,100467.719,42.963,0.596,-4.816,0,0,BROKEN,STANDBY
139.605,1,1,1,0,0,BOOST,11.977,2.065,-0.264,-13.25,1.425,-1.932,-4.096,-19.76,34.258,22.764,0.676,0.607,-0.309,-0.282,37.11,100466.656,42.824,0.208,-6.177,0,0,BROKEN,STANDBY
139.656,1,1,1,0,0,BOOST,11.957,2.463,0.045,-13.29,1.406,-1.724,-4.169,-25.246,31.458,19.857,0.607,0.645,-0.283,-0.368,37.11,100461.969,42.692,-0.224,-7.329,0,0,BROKEN,STANDBY
139.707,1,1,1,0,0,BOOST,11.98,2.791,0.812,-13.23,1.377,-1.604,-4.241,-29.545,25.475,21.291,0.531,0.673,-0.249,-0.451,37.11,100454.93,42.552,-0.778,-8.452,0,0,BROKEN,STANDBY
139.757,1,1,1,0,0,BOOST,12,2.602,1.768,-13.309,1.217,-1.446,-4.376,-32.286,19.06,22.218,0.445,0.694,-0.209,-0.525,37.11,100466.656,42.44,-1.265,-9.218,0,0,BROKEN,STANDBY
139.808,1,1,1,0,0,BOOST,11.954,2.353,2.545,-13.329,1.375,-1.626,-4.496,-35.368,12.916,21.736,0.354,0.705,-0.161,-0.593,37.11,100450.227,42.331,-1.765,-9.741,0,0,BROKEN,STANDBY
139.86,1,1,1,0,0,BOOST,11.982,2.164,3.103,-13.428,1.465,-1.532,-4.646,-37.301,6.519,24.092,0.251,0.705,-0.112,-0.654,37.11,100459.617,42.212,-2.27,-9.819,0,0,BROKEN,STANDBY
139.911,1,1,1,0,0,BOOST,11.965,2.274,3.482,-13.676,1.695,-1.602,-4.793,-37.957,0.447,24.089,0.139,0.693,-0.06,-0.705,37.11,100461.969,42.082,-2.755,-9.443,0,0,BROKEN,STANDBY
139.962,1,1,1,0,0,BOOST,11.985,1.359,4.538,-13.845,2.179,-1.492,-4.95,-35.892,-7.395,25.8,0.015,0.669,-0.012,-0.743,37.11,100452.578,41.926,-3.21,-8.685,0,0,BROKEN,STANDBY
140.013,1,1,1,0,0,BOOST,11.988,-0.48,4.996,-14.341,2.635,-1.044,-5.152,-32.584,-12.747,31.353,-0.122,0.636,0.03,-0.762,37.11,100466.656,41.758,-3.622,-7.978,0,0,BROKEN,STANDBY
140.063,1,1,1,0,0,BOOST,11.985,-0.748,4.877,-14.469,3.144,-0.222,-5.33,-28.555,-16.314,31.107,-0.269,0.597,0.061,-0.753,37.12,100454.688,41.553,-4.012,-7.33,0,0,BROKEN,STANDBY
140.114,1,1,1,0,0,BOOST,11.977,-2.101,5.016,-14.489,3.326,0.59,-5.492,-24.931,-20.054,34.456,-0.42,0.557,0.079,-0.712,37.13,100456.805,41.365,-4.318,-5.798,0,0,BROKEN,STANDBY
140.165,1,1,1,0,0,BOOST,11.988,-2.896,4.129,-14.281,3.272,1.53,-5.665,-23.302,-20.873,35.76,-0.566,0.518,0.086,-0.636,37.12,100458.102,41.196,-4.526,-4.274,0,0,BROKEN,STANDBY
140.216,1,1,1,0,0,BOOST,11.988,-4.039,3.183,-14.261,2.861,2.331,-5.816,-22.97,-20.496,34.901,-0.695,0.481,0.082,-0.528,37.12,100479.219,41.021,-4.668,-3.142,0,0,BROKEN,STANDBY
140.267,1,1,1,0,0,BOOST,11.988,-3.999,2.605,-14.013,2.041,3.036,-5.94,-22.976,-20.049,34.931,-0.801,0.449,0.071,-0.388,37.12,100488.602,40.763,-4.803,-2.081,0,0,BROKEN,STANDBY
140.317,1,1,1,0,0,BOOST,11.968,-4.039,0.931,-13.617,1.042,3.526,-5.991,-24.468,-24.078,33.298,-0.874,0.426,0.055,-0.227,37.11,100505.258,40.474,-4.921,-1.552,0,0,BROKEN,STANDBY
140.368,1,1,1,0,0,BOOST,11.988,-3.472,0.254,-13.478,0.147,3.689,-5.993,-24.412,-27.859,30.32,-0.908,0.414,0.035,-0.055,37.13,100528.266,40.086,-5.084,-1.198,0,0,BROKEN,STANDBY
140.419,1,1,1,0,0,BOOST,11.981,-2.786,-0.055,-13.428,-0.914,3.373,-5.956,-24.717,-34.682,26.252,-0.902,0.413,0.015,0.123,37.13,100534.25,39.599,-5.297,-0.996,0,0,BROKEN,STANDBY
140.47,1,1,1,0,0,BOOST,11.951,-2.309,0.005,-13.309,-1.788,2.843,-5.92,-23.792,-42.565,21.158,-0.859,0.422,0.002,0.29,37.13,100536.586,39.04,-5.545,-0.864,0,0,BROKEN,STANDBY
140.521,1,1,1,0,0,BOOST,11.981,-2.13,0.373,-13.428,-2.451,2.088,-5.873,-14.049,-54.156,14.921,-0.782,0.438,-0.007,0.444,37.13,100545.977,38.446,-5.804,-0.759,0,0,BROKEN,STANDBY
140.572,1,1,1,0,0,BOOST,11.969,-1.673,0.264,-13.409,-2.733,1.302,-5.846,-6.425,-59.009,10.095,-0.676,0.461,-0.007,0.574,37.13,100544.688,37.841,-6.059,-0.789,0,0,BROKEN,STANDBY
140.623,1,1,1,0,0,BOOST,11.984,-1.584,0.353,-13.537,-2.912,0.472,-5.831,4.434,-63.642,2.901,-0.546,0.488,0.002,0.681,37.12,100533.188,37.246,-6.306,-0.986,0,0,BROKEN,STANDBY
140.674,1,1,1,0,0,BOOST,11.973,-2.329,0.911,-13.656,-3.071,-0.62,-5.834,17.547,-60.851,-3.723,-0.405,0.517,0.021,0.754,37.14,100545.75,36.695,-6.525,-1.166,0,0,BROKEN,STANDBY
140.724,1,1,1,0,0,BOOST,11.976,-3.224,-0.015,-13.845,-2.712,-1.323,-5.829,29.423,-56.526,-7.929,-0.25,0.549,0.05,0.796,37.13,100541.289,36.165,-6.728,-1.309,0,0,BROKEN,STANDBY
140.776,1,1,1,0,0,BOOST,11.992,-3.751,0.134,-14.113,-2.176,-1.978,-5.805,42.667,-34.239,-18.672,-0.093,0.578,0.089,0.806,37.13,100540,35.678,-6.901,-1.429,0,0,BROKEN,STANDBY
140.827,1,1,1,1,0,DESCENT,11.981,2.502,-2.685,31.458,-1.473,-2.397,-5.744,43.657,-18.342,-22.151,0.059,0.603,0.136,0.784,37.14,100503.508,35.153,-7.074,-1.799,0,0,BROKEN,FIRING
140.877,1,1,1,1,0,DESCENT,11.984,-5.331,-0.862,-17.851,-0.678,-2.29,-5.743,42.648,-4.094,-25.265,0.197,0.618,0.194,0.736,37.13,100523.57,34.795,-7.165,-1.881,0,0,BROKEN,FIRING
140.928,1,1,1,1,0,DESCENT,11.974,-3.582,-2.516,-16.79,-0.028,-1.848,-5.672,34.888,10.749,-27.789,0.318,0.618,0.26,0.67,37.13,100521.227,34.498,-7.23,-2.476,0,0,BROKEN,FIRING
140.979,1,1,1,1,0,DESCENT,11.98,-2.786,-3.363,-16.522,0.332,-1.471,-5.536,27.581,17.577,-32.286,0.422,0.6,0.333,0.592,37.12,100515.695,34.248,-7.294,-3.198,0,0,BROKEN,FIRING
141.03,1,1,1,1,0,DESCENT,11.981,-2.747,-4.309,-16.631,0.379,-1.026,-5.364,18.728,23.797,-33.286,0.505,0.569,0.402,0.509,37.11,100514.648,34.056,-7.348,-3.818,0,0,BROKEN,FIRING
141.081,1,1,1,1,0,DESCENT,11.989,-1.315,-4.767,-15.818,-0.074,-0.633,-4.868,5.523,27.89,-33.882,0.575,0.523,0.463,0.427,37.11,100521.688,33.913,-7.393,-4.325,0,0,BROKEN,FIRING
141.132,1,1,1,1,0,DESCENT,11.967,-0.172,-4.927,-15.709,-1.105,-0.484,-3.786,-2.826,27.097,-34.337,0.636,0.461,0.5,0.364,37.09,100523.43,33.786,-7.437,-4.394,0,0,BROKEN,FIRING
141.183,1,1,1,1,0,DESCENT,11.977,0.544,-5.017,-15.342,-1.925,-0.602,-3.029,-10.059,28.303,-31.597,0.691,0.394,0.513,0.322,37.09,100542.211,33.653,-7.47,-3.957,0,0,BROKEN,FIRING
141.234,1,1,1,1,0,DESCENT,11.954,2.254,-5.056,-15.481,-2.294,-0.879,-2.438,-15.58,27.632,-29.801,0.743,0.325,0.505,0.295,37.07,100550.984,33.483,-7.494,-2.98,0,0,BROKEN,FIRING
141.285,1,1,1,1,0,DESCENT,11.981,2.771,-5.325,-15.53,-2.843,-1.699,-1.725,-19.978,28.513,-24.839,0.794,0.257,0.476,0.277,37.05,100551.445,33.267,-7.482,-1.413,0,0,BROKEN,FIRING
141.336,1,1,1,1,0,DESCENT,11.996,4.063,-4.638,-15.649,-3.025,-2.351,-0.904,-26.396,29.054,-18.879,0.844,0.192,0.421,0.271,37.04,100549.328,33.037,-7.395,0.397,0,0,BROKEN,FIRING
141.387,1,1,1,1,0,DESCENT,11.959,4.848,-4.05,-15.758,-3.241,-2.689,-0.355,-31.624,30.763,-2.908,0.886,0.132,0.348,0.277,37.02,100533.367,32.773,-7.167,2.619,0,0,BROKEN,FIRING
141.438,1,1,1,1,0,DESCENT,11.995,4.202,-3.532,-15.917,-3.795,-3.357,0.505,-32.027,30.136,6.575,0.919,0.074,0.25,0.297,37.02,100562.797,32.577,-6.872,4.226,0,0,BROKEN,FIRING
141.489,1,1,1,1,0,DESCENT,11.965,3.089,-3.263,-16.026,-3.778,-3.58,0.954,-29.601,29.64,17.424,0.934,0.018,0.136,0.329,37.02,100575.602,32.359,-6.539,5.318,0,0,BROKEN,FIRING
141.54,1,1,1,1,0,DESCENT,11.982,1.498,-2.307,-16.195,-4.174,-3.633,1.178,-22.818,26.216,26.711,0.931,-0.04,0.015,0.363,37.03,100607.148,32.072,-6.232,5.819,0,0,BROKEN,FIRING
141.591,1,1,1,1,0,DESCENT,11.964,0.584,-5.266,-18.723,-4.952,-3.552,1.019,-15.537,21.074,34.928,0.908,-0.106,-0.107,0.392,37.02,100614.414,31.686,-5.998,5.795,0,0,BROKEN,FIRING
141.642,1,1,1,1,0,DESCENT,11.973,1.339,-3.144,-22.035,-5.722,-3.048,0.4,-7.847,10.944,41.99,0.869,-0.192,-0.227,0.395,37.02,100636.602,31.205,-5.837,6.154,0,0,BROKEN,FIRING
141.693,1,1,1,1,0,DESCENT,11.973,-2.021,0.005,-23.74,-6.665,-3.256,0.179,-1.211,-5.564,45.83,0.804,-0.292,-0.355,0.376,37.03,100628.266,30.671,-5.726,5.489,0,0,BROKEN,FIRING
141.743,1,1,1,1,0,DESCENT,11.969,-3.85,5.873,-25.337,-6.152,-2.363,1.086,5.358,-21.468,39.779,0.716,-0.394,-0.46,0.346,37.03,100618.875,30.148,-5.653,4.651,0,0,BROKEN,FIRING
141.794,1,1,1,1,0,DESCENT,11.978,-3.641,8.374,-26.1,-3.686,-0.469,1.459,8.791,-35.055,34.296,0.633,-0.483,-0.511,0.324,37.03,100624.625,29.674,-5.601,3.233,0,0,BROKEN,FIRING
141.845,1,1,1,1,0,DESCENT,11.947,-4.158,9.42,-24.94,-0.085,1.133,0.291,7.302,-43.825,28.735,0.605,-0.53,-0.506,0.311,37.05,100617.141,29.235,-5.615,1.476,0,0,BROKEN,CONFIRMED
141.896,1,1,1,1,0,DESCENT,11.98,-3.313,5.335,-22.947,3.185,2.22,-1.455,5.674,-43.221,30.546,0.656,-0.505,-0.473,0.301,37.04,100616.078,28.834,-5.671,0.086,0,0,BROKEN,CONFIRMED
141.948,1,1,1,1,0,DESCENT,11.986,-1.713,2.495,-23.076,4.82,3.173,-2.008,3.59,-34.46,35.225,0.75,-0.428,-0.417,0.283,37.05,100622.891,28.385,-5.777,-0.501,0,0,BROKEN,CONFIRMED
141.999,1,1,1,1,0,DESCENT,11.981,-0.937,0.583,-21.42,4.325,3.698,-1.433,-0.942,-24.258,41.84,0.842,-0.339,-0.332,0.259,37.07,100635.461,28.028,-5.827,0.48,0,0,BROKEN,CONFIRMED
142.05,1,1,1,1,0,DESCENT,11.988,0.653,-2.576,-19.199,3.732,3.748,-1.923,-8.726,-12.699,43.038,0.911,-0.256,-0.231,0.228,37.06,100622.664,27.683,-5.798,1.885,0,0,BROKEN,CONFIRMED
142.101,1,1,1,1,0,DESCENT,11.985,-0.192,0.055,-17.702,2.67,3.613,-3.063,-16.792,-4.798,40.86,0.96,-0.181,-0.137,0.163,37.07,100629.477,27.351,-5.697,3.257,0,0,BROKEN,CONFIRMED
142.152,1,1,1,1,0,DESCENT,11.977,1.966,-0.284,-17.186,2.052,3.293,-3.095,-24.784,-1.985,36.091,0.988,-0.12,-0.051,0.078,37.08,100635,27.035,-5.515,4.686,0,0,BROKEN,CONFIRMED
142.202,1,1,1,1,0,DESCENT,11.996,1.379,-0.493,-16.879,0.945,2.303,-3.628,-31.162,-3.632,30.542,0.997,-0.078,0.017,-0.01,37.08,100636.289,26.739,-5.275,5.44,0,0,BROKEN,CONFIRMED
142.253,1,1,1,1,0,DESCENT,11.977,0.315,0.682,-17.266,0.395,1.65,-3.692,-34.673,-7.795,26.656,0.99,-0.058,0.061,-0.109,37.08,100637.352,26.464,-4.996,6.127,0,0,BROKEN,CONFIRMED
142.304,1,1,1,1,0,DESCENT,11.955,0.961,0.483,-17.186,0.197,1.231,-3.185,-36.523,-15.006,23.039,0.975,-0.05,0.089,-0.199,37.08,100642.039,26.215,-4.679,6.622,0,0,BROKEN,CONFIRMED
142.355,1,1,1,1,0,DESCENT,11.978,1.299,0.702,-16.879,0.155,0.711,-2.494,-37.648,-21.002,18.959,0.955,-0.043,0.106,-0.272,37.08,100637.352,25.991,-4.341,6.787,0,0,BROKEN,CONFIRMED
142.406,1,1,1,1,0,DESCENT,11.978,0.425,0.852,-17.93,0.398,0.212,-1.538,-37.566,-26.779,18.09,0.939,-0.037,0.107,-0.323,37.11,100640.297,25.792,-3.99,6.984,0,0,BROKEN,CONFIRMED
142.457,1,1,1,1,0,DESCENT,11.974,1.17,1.23,-17.791,0.571,-0.181,-0.731,-34.321,-32.117,17.793,0.93,-0.029,0.101,-0.353,37.09,100637.117,25.589,-3.538,7.434,0,0,BROKEN,CONFIRMED
142.508,1,1,1,1,0,DESCENT,11.962,1.419,1.31,-17.285,0.977,-0.407,0.458,-36.681,-32.085,17.729,0.93,-0.017,0.083,-0.359,37.09,100634.766,25.448,-3.142,7.583,0,0,BROKEN,CONFIRMED
142.558,1,1,1,1,0,DESCENT,11.979,1.111,1.081,-17.186,1.295,-1.093,1.501,-34.356,-29.749,19.723,0.94,0,0.053,-0.338,37.1,100633.484,25.34,-2.737,7.527,0,0,BROKEN,CONFIRMED
142.609,1,1,1,1,0,DESCENT,11.983,1.876,1.539,-16.79,1.381,-1.847,2.578,-35.225,-25.648,21.839,0.957,0.019,0.011,-0.291,37.1,100635.836,25.258,-2.331,7.43,0,0,BROKEN,CONFIRMED
142.66,1,1,1,1,0,DESCENT,11.985,2.313,2.336,-15.987,1.741,-2.651,4.108,-34.125,-17.907,26.445,0.975,0.041,-0.054,-0.21,37.09,100634.766,25.192,-1.942,7.017,0,0,BROKEN,CONFIRMED
142.711,1,1,1,1,0,DESCENT,11.972,0.385,1.101,-16.443,1.036,-4.074,5.897,-30.666,-10.098,31.463,0.985,0.048,-0.144,-0.084,37.1,100638.18,25.153,-1.577,6.403,0,0,BROKEN,CONFIRMED
142.762,1,1,1,1,0,DESCENT,11.973,0.812,0.453,-16.621,-0.201,-4.618,6.336,-24.839,1.73,38.18,0.964,0.032,-0.254,0.069,37.1,100638.18,25.132,-1.239,5.785,0,0,BROKEN,CONFIRMED
142.813,1,1,1,1,0,DESCENT,11.987,0.275,0.353,-17.077,-1.663,-5.164,6.484,-11.794,8.77,41.845,0.903,-0.019,-0.372,0.215,37.09,100636.055,25.124,-0.946,4.791,0,0,BROKEN,CONFIRMED
142.865,1,1,1,1,0,DESCENT,11.976,-0.251,0.154,-17.583,-3.17,-4.82,6.241,2.167,8.479,40.862,0.799,-0.102,-0.486,0.338,37.09,100641.805,25.134,-0.714,3.241,0,0,BROKEN,CONFIRMED
142.916,1,1,1,1,0,DESCENT,11.985,-0.48,0.294,-18.118,-4.304,-3.906,5.68,26.45,-15.641,33.763,0.667,-0.208,-0.58,0.419,37.08,100642.039,25.145,-0.59,0.871,0,0,BROKEN,CONFIRMED
142.966,1,1,1,1,0,DESCENT,11.985,-0.301,0.134,-18.495,-5.605,-3.083,5.041,28.279,-34.729,24.778,0.52,-0.324,-0.649,0.451,37.09,100638.406,25.158,-0.613,-2.5,0,0,BROKEN,CONFIRMED
143.018,1,1,1,1,0,DESCENT,12.001,-0.063,-0.015,-18.634,-5.953,-1.929,4.606,26.963,-50.568,11.935,0.37,-0.442,-0.692,0.434,37.08,100638.641,25.175,-0.902,-7.776,0,0,BROKEN,CONFIRMED
143.069,1,1,1,1,0,DESCENT,11.953,0.216,0.045,-18.594,-5.935,-0.541,4.356,22.304,-58.899,-0.397,0.227,-0.554,-0.707,0.377,37.08,100632.656,25.172,-1.396,-12.524,0,0,BROKEN,CONFIRMED
143.12,1,1,1,1,0,DESCENT,11.987,0.484,-0.175,-18.515,-5.83,0.572,4.292,12.824,-64.708,-15.75,0.096,-0.655,-0.692,0.289,37.09,100627.734,25.163,-2.105,-17.012,0,0,BROKEN,CONFIRMED
143.17,1,1,1,1,0,DESCENT,11.962,0.753,-0.364,-18.386,-5.745,1.606,4.252,2.832,-63.16,-26.999,-0.014,-0.739,-0.65,0.175,37.08,100625.617,25.134,-3.005,-20.769,0,0,BROKEN,CONFIRMED
143.221,1,1,1,1,0,DESCENT,12,0.315,-1.37,-18.138,-5.308,2.612,4.28,-2.477,-54.255,-38.091,-0.104,-0.802,-0.586,0.044,37.09,100623.039,25.085,-4.04,-23.435,0,0,BROKEN,CONFIRMED
143.272,1,1,1,1,0,DESCENT,11.981,-0.003,-2.456,-17.999,-4.754,3.628,4.205,-5.371,-44.709,-46.013,-0.168,-0.84,-0.503,-0.116,37.08,100618.578,25.009,-5.149,-24.668,0,0,BROKEN,CONFIRMED
143.323,1,1,1,1,0,DESCENT,11.973,-0.669,-3.741,-17.702,-3.969,4.716,4,-3.181,-32.437,-51.1,-0.193,-0.844,-0.415,-0.279,37.08,100618.805,24.912,-6.239,-24.117,0,0,BROKEN,CONFIRMED
143.374,1,1,1,1,0,DESCENT,12.003,-1.464,-5.385,-17.543,-3.272,5.499,3.781,4.604,-20.321,-52.121,-0.185,-0.814,-0.325,-0.444,37.06,100617.969,24.783,-7.23,-21.75,0,0,BROKEN,CONFIRMED
143.425,1,1,1,1,0,DESCENT,11.979,-4.665,-4.678,-17.285,-1.844,6.373,3.325,15.717,-15.005,-48.095,-0.149,-0.747,-0.243,-0.6,37.05,100620.547,24.648,-8.016,-17.665,0,0,BROKEN,CONFIRMED
143.476,1,1,1,1,0,DESCENT,11.962,-6.634,-3.054,-17.206,-1.164,6.626,2.669,26.499,-14.841,-43.602,-0.092,-0.647,-0.179,-0.736,37.04,100631.445,24.513,-8.523,-12.251,0,0,BROKEN,CONFIRMED
143.527,1,1,1,1,0,DESCENT,11.98,-7.141,-5.226,-18.455,-0.885,6.887,1.758,38.472,-18.201,-33.363,-0.033,-0.516,-0.134,-0.846,37.03,100625.914,24.341,-8.729,-5.177,0,0,BROKEN,CONFIRMED
143.577,1,1,1,1,0,DESCENT,11.973,-8.533,-6.561,-16.77,-1.419,7.071,-1.62,46.431,-19.105,-20.845,-0.002,-0.357,-0.106,-0.928,37.01,100648.547,24.16,-8.607,0.235,0,0,BROKEN,CONFIRMED
143.629,1,1,1,1,0,DESCENT,11.984,-5.54,-5.843,-15.987,-3.554,6.947,-5.969,48.424,-17.891,-4.028,-0.085,-0.166,-0.082,-0.979,37,100683.969,23.89,-8.348,3.552,0,0,BROKEN,CONFIRMED
143.68,1,1,1,1,0,DESCENT,11.988,-2.588,-4.409,-15.61,-6.405,5.292,-8.29,46.623,-6.027,13.582,-0.261,0.018,-0.005,-0.965,37.01,100710.828,23.464,-8.144,4.711,0,0,BROKEN,CONFIRMED
143.731,1,1,1,1,0,DESCENT,11.966,0.425,-0.414,-16.254,-9.051,1.286,-9.729,37.681,5.667,28.398,-0.463,0.156,0.162,-0.857,36.99,100714.688,22.901,-8.06,4.667,0,0,BROKEN,CONFIRMED
143.782,1,1,1,1,0,DESCENT,11.977,-0.132,4.647,-20.23,-8.546,-3.704,-8.485,27.269,7.297,36.204,-0.591,0.198,0.394,-0.676,37,100702.734,22.298,-8.024,5.017,0,0,BROKEN,CONFIRMED
143.833,1,1,1,1,0,DESCENT,11.982,-5.66,9.25,-24.573,-4.825,-6.139,-6.19,25.443,-1.847,36.537,-0.606,0.132,0.611,-0.493,36.99,100712.352,21.732,-7.934,5.537,0,0,BROKEN,CONFIRMED
143.884,1,1,1,1,0,DESCENT,11.965,-7.578,9.46,-25.624,-0.968,-4.818,-1.659,33.839,-3.893,28.704,-0.55,0.039,0.734,-0.397,37,100693.352,21.215,-7.819,4.308,0,0,BROKEN,CONFIRMED
143.935,1,1,1,1,0,DESCENT,11.98,-8.881,8.274,-23.82,2.251,-1.598,3.69,41.343,-0.151,20.72,-0.48,0.017,0.767,-0.426,37,100675.867,20.769,-7.743,1.792,0,0,BROKEN,CONFIRMED
143.986,1,1,1,1,0,DESCENT,12,-6.992,11.333,-20.28,4.7,0.094,7.69,43.844,-5.032,15.421,-0.399,0.082,0.718,-0.564,37.01,100674.359,20.395,-7.683,0.775,0,0,BROKEN,CONFIRMED
144.036,1,1,1,1,0,DESCENT,11.979,-4.993,6.212,-17.742,7.246,-0.919,8.767,45.142,-15.704,13.811,-0.278,0.162,0.588,-0.742,37.02,100684.797,20.095,-7.531,1.32,0,0,BROKEN,CONFIRMED
144.087,1,1,1,1,0,DESCENT,11.989,-1.772,3.412,-13.617,7.099,-3.291,9.055,39.785,-27.783,14.832,-0.102,0.19,0.397,-0.892,37.02,100691.836,19.839,-7.333,1.203,0,0,BROKEN,CONFIRMED
144.138,1,1,1,1,0,DESCENT,11.97,-2.786,3.004,-15.947,4.969,-6.112,9.366,33.507,-37.005,19.177,0.121,0.144,0.2,-0.962,37.02,100709.328,19.548,-7.088,1.772,0,0,BROKEN,CONFIRMED
144.189,1,1,1,1,0,DESCENT,11.97,-5.739,5.415,-17.95,2.482,-6.746,10.856,27.608,-44.06,17.818,0.368,0.034,0.036,-0.929,37.03,100724.461,19.275,-6.857,3.652,0,0,BROKEN,CONFIRMED
