T+,calib?,armed?,ignition?,apogee?,touchdown?,state,Vbat,ax,ay,az,gx,gy,gz,mx,my,mz,qw,qx,qy,qz,temp,pres,alt,vvel,vaccel,tvc_x,tvc_y,pyro_motor,pyro_parachute
144.24,1,1,1,1,0,DESCENT,11.989,-5.789,6.172,-19.298,0.832,-6.143,11.666,21.756,-49.704,16.487,0.614,-0.102,-0.073,-0.779,37.03,100731.5,18.949,-6.594,5.941,0,0,BROKEN,CONFIRMED
144.291,1,1,1,1,0,DESCENT,11.962,-2.816,4.727,-19.03,0.205,-5.759,9.796,9.118,-57.065,15.59,0.792,-0.225,-0.137,-0.55,37.02,100745.797,18.589,-6.288,7.513,0,0,BROKEN,CONFIRMED
144.341,1,1,1,1,0,DESCENT,11.992,-1.255,3.024,-19.12,0.167,-6.271,6.962,-4.878,-54.405,18.502,0.867,-0.321,-0.203,-0.323,37.03,100739.602,18.212,-5.989,7.424,0,0,BROKEN,CONFIRMED
144.392,1,1,1,1,0,DESCENT,11.997,-1.434,1.828,-19.675,0.356,-6.744,4.828,-13.334,-47.891,22.557,0.866,-0.384,-0.291,-0.136,37.03,100736.188,17.844,-5.74,6.071,0,0,BROKEN,CONFIRMED
144.443,1,1,1,1,0,DESCENT,11.967,-2.379,2.515,-20.875,-0.495,-6.831,4.794,-14.653,-40.831,28.48,0.814,-0.43,-0.388,0.035,37.03,100740.656,17.499,-5.565,4.106,0,0,BROKEN,CONFIRMED
144.493,1,1,1,1,0,DESCENT,11.959,-3.582,3.89,-21.37,-0.956,-5.934,6.37,-7.975,-36.616,33.727,0.721,-0.479,-0.455,0.21,37.03,100733.617,17.184,-5.466,2.047,0,0,BROKEN,CONFIRMED
144.544,1,1,1,1,0,DESCENT,11.98,-4.476,4.956,-21.38,-1.482,-4.45,8.476,-1.585,-35.655,36.032,0.591,-0.542,-0.46,0.382,37.04,100728.695,16.901,-5.442,-0.17,0,0,BROKEN,CONFIRMED
144.595,1,1,1,1,0,DESCENT,12.003,-4.079,5.454,-19.923,-1.314,-2.471,10.116,0.07,-38.12,33.142,0.42,-0.617,-0.387,0.541,37.05,100734.461,16.643,-5.5,-2.352,0,0,BROKEN,CONFIRMED
144.646,1,1,1,1,0,DESCENT,11.955,-1.753,4.06,-18.118,-0.533,-1.601,10.075,-2.733,-39.957,30.775,0.231,-0.676,-0.25,0.654,37.04,100718.258,16.408,-5.648,-4.931,0,0,BROKEN,CONFIRMED
144.697,1,1,1,1,0,DESCENT,11.98,0.256,2.456,-17.057,0.205,-1.982,8.334,-11.926,-38.4,31.84,0.056,-0.685,-0.099,0.72,37.06,100724.852,16.178,-5.896,-6.802,0,0,BROKEN,CONFIRMED
144.748,1,1,1,1,0,DESCENT,11.971,2.731,0.503,-16.77,0.376,-2.951,6.066,-19.2,-29.458,32.861,-0.076,-0.642,0.033,0.762,37.06,100727.188,16.019,-6.087,-6.537,0,0,BROKEN,CONFIRMED
144.799,1,1,1,1,0,DESCENT,11.996,3.516,-0.244,-16.423,0.417,-3.887,4.952,-21.36,-19.978,36.227,-0.17,-0.559,0.138,0.8,37.06,100727.188,15.87,-6.204,-4.891,0,0,BROKEN,CONFIRMED
144.85,1,1,1,1,0,DESCENT,11.966,3.318,-1.779,-16.334,0.089,-4.957,3.617,-17.506,-11.452,40.001,-0.236,-0.443,0.223,0.835,37.05,100728.477,15.724,-6.215,-2.68,0,0,BROKEN,CONFIRMED
144.901,1,1,1,1,0,DESCENT,11.97,2.144,-3.114,-16.77,-0.203,-5.812,2.448,-9.549,-6.977,43.019,-0.266,-0.305,0.284,0.869,37.06,100731.891,15.593,-6.101,-0.317,0,0,BROKEN,CONFIRMED
144.952,1,1,1,1,0,DESCENT,11.987,2.751,-2.994,-17.057,-1.078,-6.474,1.385,2.763,-5.215,45.374,-0.27,-0.144,0.325,0.895,37.05,100732.109,15.484,-5.864,1.759,0,0,BROKEN,CONFIRMED
145.003,1,1,1,1,0,DESCENT,11.98,2.731,-3.413,-17.811,-1.426,-7.482,0.069,15.137,-7.502,41.128,-0.236,0.025,0.34,0.91,37.05,100742.547,15.39,-5.541,3.244,0,0,BROKEN,CONFIRMED
145.054,1,1,1,1,0,DESCENT,11.981,-0.251,-3.263,-19.923,-1.27,-8.257,-0.938,45.972,-16.697,5.579,-0.155,0.211,0.345,0.901,37.05,100746.188,15.297,-5.183,4.078,0,0,BROKEN,CONFIRMED
145.106,1,1,1,1,0,DESCENT,11.966,-0.977,-2.685,-21.668,-1.012,-8.156,-1.583,48.792,-14.751,-14.632,-0.046,0.386,0.347,0.853,37.03,100746.641,15.193,-4.834,4.077,0,0,BROKEN,CONFIRMED
145.157,1,1,1,1,0,DESCENT,11.951,-4.874,-2.675,-22.372,-0.519,-8.173,-1.311,41.946,-11.388,-29.774,0.071,0.543,0.343,0.763,37.04,100749.82,15.048,-4.519,2.189,0,0,BROKEN,CONFIRMED
145.208,1,1,1,1,0,DESCENT,11.987,-4.894,-2.914,-22.065,-0.633,-6.799,-0.375,30.8,-9.163,-43.152,0.16,0.669,0.322,0.651,37.04,100746.406,14.932,-4.387,-0.555,0,0,BROKEN,CONFIRMED
145.259,1,1,1,1,0,DESCENT,11.965,-6.405,-2.386,-21.688,-1.01,-4.903,0.325,19.211,-9.386,-48.601,0.225,0.754,0.279,0.55,37.03,100741.938,14.833,-4.403,-3.951,0,0,BROKEN,CONFIRMED
145.31,1,1,1,1,0,DESCENT,11.994,-4.954,-2.426,-20.419,-1.41,-2.743,1.221,10.808,-6.294,-50.697,0.264,0.802,0.223,0.488,37.04,100748.758,14.746,-4.572,-7.117,0,0,BROKEN,CONFIRMED
145.361,1,1,1,1,0,DESCENT,11.976,-3.502,-1.948,-18.783,-1.512,-0.943,1.969,7.213,-4.825,-49.642,0.287,0.817,0.158,0.475,37.04,100744.07,14.654,-4.876,-9.618,0,0,BROKEN,CONFIRMED
145.412,1,1,1,1,0,DESCENT,11.978,-1.444,-2.038,-17.89,-1.716,-0.081,2.268,5.936,-0.376,-48.931,0.299,0.813,0.089,0.491,37.04,100746.406,14.543,-5.279,-11.251,0,0,BROKEN,CONFIRMED
145.464,1,1,1,1,0,DESCENT,11.981,-1.832,-3.662,-17.771,-1.836,-0.01,2.86,8.718,3.119,-48.22,0.305,0.801,0.012,0.516,37.04,100753.445,14.412,-5.738,-11.886,0,0,BROKEN,CONFIRMED
145.515,1,1,1,1,0,DESCENT,11.972,-2.916,-4.01,-17.394,-2.402,0.412,3.208,11.442,5.822,-46.202,0.309,0.777,-0.074,0.544,37.02,100739.828,14.272,-6.177,-11.299,0,0,BROKEN,CONFIRMED
145.565,1,1,1,1,0,DESCENT,11.951,-4.516,-3.592,-17.662,-2.919,1.023,3.441,15.339,11.321,-42.226,0.316,0.734,-0.17,0.576,37.02,100742.164,14.146,-6.538,-10.094,0,0,BROKEN,CONFIRMED
145.617,1,1,1,1,0,DESCENT,11.977,-8.135,-3.602,-18.039,-3.122,1.806,3.31,20.096,13.268,-38.968,0.331,0.667,-0.267,0.612,37.01,100742.398,14.011,-6.827,-7.595,0,0,BROKEN,CONFIRMED
145.668,1,1,1,1,0,DESCENT,11.995,-11.008,-3.034,-19.774,-3.025,4.247,3.084,26.807,15.046,-31.573,0.351,0.568,-0.346,0.659,36.99,100742.836,13.926,-6.879,-4.015,0,0,BROKEN,CONFIRMED
145.719,1,1,1,1,0,DESCENT,11.973,-13.811,-2.994,-20.815,-2.296,7.197,2.345,35.228,14.889,-19.889,0.388,0.416,-0.38,0.729,36.98,100733.68,13.86,-6.704,0.623,0,0,BROKEN,CONFIRMED
145.77,1,1,1,1,0,DESCENT,11.977,-13.006,-1.719,-21.4,-1.315,9.656,1.397,42.777,14.16,-4.093,0.446,0.216,-0.339,0.8,36.97,100755.016,13.817,-6.288,5.044,0,0,BROKEN,CONFIRMED
145.821,1,1,1,1,0,DESCENT,11.989,-7.618,-0.264,-23.175,-0.176,10.77,1.361,41.195,10.476,16.952,0.501,-0.016,-0.228,0.835,36.98,100795.969,13.732,-5.747,8.115,0,0,BROKEN,CONFIRMED
145.872,1,1,1,1,0,DESCENT,11.989,-0.291,-2.994,-23.661,0.902,10.709,1.785,28.046,9.731,33.171,0.508,-0.25,-0.068,0.821,36.98,100822.828,13.473,-5.281,9.323,0,0,BROKEN,CONFIRMED
145.923,1,1,1,1,0,DESCENT,11.958,5.057,-5.365,-22.977,0.662,8.744,-1.115,8.551,9.852,42.719,0.502,-0.436,0.081,0.742,36.99,100830.938,13.059,-4.97,8.656,0,0,BROKEN,CONFIRMED
145.974,1,1,1,1,0,DESCENT,11.967,9.213,-2.406,-20.716,-1.196,5.042,-4.596,-7.445,11.243,40.105,0.528,-0.566,0.128,0.62,36.97,100811.547,12.594,-4.788,6.753,0,0,BROKEN,CONFIRMED
146.025,1,1,1,1,0,DESCENT,12.011,8.557,2.545,-21.291,-1.821,-0.222,-6.088,-22.865,5.167,37.936,0.576,-0.634,0.053,0.514,36.98,100819.43,12.159,-4.682,4.935,0,0,BROKEN,CONFIRMED
146.076,1,1,1,1,0,DESCENT,11.981,5.813,3.522,-23.889,-0.231,-4.493,-4.912,-22.671,-8.447,37.419,0.624,-0.615,-0.093,0.473,36.96,100808.141,11.756,-4.624,3.704,0,0,BROKEN,CONFIRMED
146.127,1,1,1,1,0,DESCENT,11.997,1.27,1.499,-25.436,2.181,-6.758,-3.29,-13.095,-13.552,41.623,0.665,-0.504,-0.236,0.499,36.98,100820.484,11.316,-4.593,2.526,0,0,BROKEN,CONFIRMED
146.178,1,1,1,1,0,DESCENT,11.986,-1.753,0.194,-25.376,3.871,-6.838,-3.288,2.005,-8.777,44.181,0.688,-0.332,-0.346,0.544,36.98,100820.484,10.977,-4.562,2.817,0,0,BROKEN,CONFIRMED
146.229,1,1,1,1,0,DESCENT,11.981,-4.397,-4.678,-24.652,4.44,-5.629,-3.373,17.063,-0.623,39.28,0.7,-0.13,-0.415,0.566,36.98,100817.078,10.654,-4.483,3.619,0,0,BROKEN,CONFIRMED
146.28,1,1,1,1,0,DESCENT,11.973,-4.248,-5.993,-22.56,3.535,-3.901,-2.951,25.613,14.93,31.757,0.699,0.056,-0.441,0.56,36.98,100815.797,10.348,-4.368,3.899,0,0,BROKEN,CONFIRMED
146.332,1,1,1,1,0,DESCENT,11.963,-2.19,-3.074,-19.804,2.43,-2.942,-2.022,27.867,22.917,21.889,0.688,0.189,-0.448,0.539,36.98,100811.102,10.067,-4.245,3.363,0,0,BROKEN,CONFIRMED
146.382,1,1,1,1,0,DESCENT,11.987,-2.001,-2.177,-18.664,1.867,-2.301,-1.714,26.543,31.127,14.283,0.674,0.279,-0.449,0.517,36.99,100817.914,9.816,-4.141,2.37,0,0,BROKEN,CONFIRMED
146.432,1,1,1,1,0,DESCENT,11.957,-1.464,-2.058,-18.426,1.731,-1.609,-1.725,26.1,34.167,8.163,0.661,0.353,-0.441,0.494,36.99,100819.211,9.593,-4.077,1.08,0,0,BROKEN,CONFIRMED
146.484,1,1,1,1,0,DESCENT,11.978,-1.792,-2.426,-17.831,1.742,-1.35,-1.898,23.304,36.8,1.065,0.653,0.417,-0.425,0.468,36.99,100812.164,9.393,-4.064,-0.338,0,0,BROKEN,CONFIRMED
146.535,1,1,1,1,0,DESCENT,11.959,-1.693,-3.721,-17.285,0.659,-0.801,-1.304,21.665,38.374,-1.072,0.648,0.469,-0.405,0.444,36.99,100820.266,9.216,-4.092,-1.463,0,0,BROKEN,CONFIRMED
146.586,1,1,1,1,0,DESCENT,11.978,-1.564,-5.246,-16.73,-0.976,-0.184,-0.519,16.933,39.487,-5.075,0.653,0.485,-0.396,0.425,36.98,100808.758,9.046,-4.152,-1.985,0,0,BROKEN,CONFIRMED
146.637,1,1,1,1,0,DESCENT,11.971,-3.164,-6.411,-15.421,-2.862,0.388,0.809,16.094,41.635,-6.289,0.676,0.451,-0.414,0.411,36.99,100805.125,8.874,-4.214,-2.166,0,0,BROKEN,CONFIRMED
146.688,1,1,1,1,0,DESCENT,11.962,-5.431,-6.81,-14.678,-5.334,1.64,1.344,13.655,42.114,-0.336,0.721,0.353,-0.445,0.396,36.97,100785.516,8.779,-4.196,-1.206,0,0,BROKEN,CONFIRMED
146.739,1,1,1,1,0,DESCENT,11.985,-6.803,-9.311,-14.866,-7.925,3.196,1.646,17.262,39.253,9.876,0.783,0.186,-0.469,0.364,36.97,100791.5,8.753,-4.051,0.41,0,0,BROKEN,CONFIRMED
146.79,1,1,1,1,0,DESCENT,11.996,-10.879,-8.852,-14.45,-10.133,5.242,1.261,18.154,32.546,25.68,0.838,-0.056,-0.458,0.291,36.96,100794.07,8.762,-3.813,1.618,0,0,BROKEN,CONFIRMED
146.841,1,1,1,1,0,DESCENT,11.985,-6.783,-7.059,-13.686,-12.514,7.097,-0.46,13.606,14.863,40.334,0.845,-0.339,-0.386,0.148,36.96,100817.531,8.791,-3.569,0.49,0,0,BROKEN,CONFIRMED
146.892,1,1,1,1,0,DESCENT,11.986,-2.538,0.622,-15.302,-12.715,6.829,-0.373,0.115,-13.282,42.04,0.751,-0.605,-0.26,-0.057,36.94,100840.367,8.772,-3.49,-2.003,0,0,BROKEN,CONFIRMED
146.943,1,1,1,1,0,DESCENT,11.973,0.176,6.65,-15.322,-10.699,5.606,-1.284,-11.025,-44.528,26.389,0.566,-0.78,-0.113,-0.241,36.94,100842.719,8.631,-3.62,-3.899,0,0,BROKEN,CONFIRMED
146.994,1,1,1,1,0,DESCENT,11.988,0.405,11.562,-12.873,-7.468,3.74,-2.068,-15.162,-60.231,-3.247,0.368,-0.85,-0.014,-0.376,36.93,100841.656,8.407,-3.911,-6.082,0,0,BROKEN,CONFIRMED
147.045,1,1,1,1,0,DESCENT,11.978,1.608,15.128,-9.512,-1.9,1.677,-2.24,-8.74,-60.022,-28.137,0.232,-0.859,0.023,-0.456,36.93,100839.305,8.16,-4.279,-7.004,0,0,BROKEN,CONFIRMED
147.096,1,1,1,1,0,DESCENT,11.977,-0.212,13.773,-9.433,3.678,0.366,-1.979,-3.716,-52.307,-41.088,0.215,-0.844,-0.031,-0.49,36.94,100835.68,7.911,-4.685,-8.069,0,0,BROKEN,CONFIRMED
147.147,1,1,1,1,0,DESCENT,12.007,-0.112,8.214,-8.54,7.436,0.187,0.079,2.27,-51.196,-42.854,0.324,-0.799,-0.118,-0.493,36.93,100835.898,7.618,-5.183,-8.466,0,0,BROKEN,CONFIRMED
147.198,1,1,1,1,0,DESCENT,11.992,-1.047,2.087,-8.292,9.264,-0.509,-0.651,7.096,-54.27,-36.263,0.488,-0.709,-0.223,-0.457,36.95,100855.281,7.349,-5.611,-8.607,0,0,BROKEN,CONFIRMED
147.249,1,1,1,1,0,DESCENT,11.969,-0.729,-2.635,-6.815,8.99,-0.341,-1.275,10.382,-64.456,-0.833,0.63,-0.572,-0.343,-0.398,36.94,100862.539,7.036,-6.058,-8.637,0,0,BROKEN,CONFIRMED
147.3,1,1,1,1,0,DESCENT,11.958,-2.419,-7.677,-5.635,7.254,0.243,-3.775,11.467,-56.457,18.282,0.712,-0.403,-0.452,-0.355,36.96,100877.461,6.672,-6.534,-8.714,0,0,BROKEN,CONFIRMED
147.351,1,1,1,1,0,DESCENT,11.965,-0.55,-5.136,-3.107,4.58,1.306,-6.449,16.836,-41.16,30.678,0.721,-0.211,-0.533,-0.388,36.95,100874.047,6.266,-6.999,-7.964,0,0,BROKEN,CONFIRMED
147.402,1,1,1,1,0,DESCENT,11.977,0.057,-5.136,-1.719,1.931,1.1,-6.564,18.969,-25.464,35.755,0.679,-0.046,-0.564,-0.467,36.96,100880.867,5.827,-7.452,-7.749,0,0,BROKEN,CONFIRMED
147.453,1,1,1,1,0,DESCENT,11.966,0.405,-3.452,-1.034,0.156,0.354,-6.412,19.625,-14.788,37.84,0.603,0.076,-0.56,-0.563,36.95,100897.508,5.355,-7.892,-7.188,0,0,BROKEN,CONFIRMED
147.504,1,1,1,1,0,DESCENT,11.977,-1.375,-2.386,-0.618,-0.383,-0.564,-5.618,18.67,-4.564,39.487,0.507,0.158,-0.54,-0.653,36.95,100894.102,4.846,-8.334,-7.242,0,0,BROKEN,CONFIRMED
147.554,1,1,1,1,0,DESCENT,11.977,-1.166,-2.884,-1.005,-0.252,-0.659,-5.521,18.234,-2.395,39.635,0.405,0.216,-0.517,-0.723,36.94,100907.109,4.315,-8.774,-7.112,0,0,BROKEN,CONFIRMED
147.606,1,1,1,1,0,DESCENT,11.973,1.627,-3.283,-1.966,-0.173,-1.314,-5.21,18.16,2.864,39.516,0.292,0.265,-0.486,-0.78,36.95,100906.891,3.764,-9.198,-6.748,0,0,BROKEN,CONFIRMED
147.657,1,1,1,1,0,DESCENT,11.997,3.039,-3.662,-3.186,0.234,-2.611,-4.491,16.529,8.528,38.541,0.169,0.288,-0.457,-0.824,36.94,100911.805,3.199,-9.593,-6.168,0,0,BROKEN,CONFIRMED
147.707,1,1,1,1,0,DESCENT,11.974,2.671,-4.429,-4.931,0.671,-3.823,-4.599,18.415,13.589,36.162,0.037,0.273,-0.439,-0.855,36.95,100916.281,2.509,-10.002,-4.979,0,0,BROKEN,CONFIRMED
147.758,1,1,1,1,0,DESCENT,11.981,1.299,-4.728,-6.527,1.322,-4.813,-5.092,20.383,17.443,35.537,-0.12,0.227,-0.421,-0.87,36.95,100924.602,1.925,-10.283,-4.022,0,0,BROKEN,CONFIRMED
147.809,1,1,1,1,0,DESCENT,11.981,0.613,-5.873,-8.253,2.074,-5.019,-6.309,19.898,23.513,28.262,-0.301,0.164,-0.401,-0.849,36.96,100933.758,1.329,-10.515,-3.083,0,0,BROKEN,CONFIRMED
147.859,1,1,1,1,0,DESCENT,11.98,-0.212,-7.139,-9.988,2.75,-4.648,-7.721,17.769,31.354,21.517,-0.502,0.101,-0.376,-0.773,36.95,100942.078,0.729,-10.689,-1.985,0,0,BROKEN,CONFIRMED
147.91,1,1,1,1,0,DESCENT,11.973,1.319,-7.228,-10.672,2.867,-4.034,-9.073,8.468,41.032,14.018,-0.693,0.051,-0.344,-0.632,36.95,100939.734,0.132,-10.791,-0.617,0,0,BROKEN,CONFIRMED
147.961,1,1,1,1,0,DESCENT,11.981,0.405,1.31,4.994,11.145,17.008,-9.888,-7.474,43.496,7.87,-0.811,0.033,-0.436,-0.39,36.95,100901.141,-0.401,-10.295,20.474,0,0,BROKEN,CONFIRMED
148.012,1,1,1,1,0,DESCENT,11.983,42.317,-1.739,-7.876,-2.208,-6.792,-3.37,-25.649,33.231,-15.399,-0.835,0.091,-0.48,-0.252,36.96,100931.414,-0.817,-9.301,15.463,0,0,BROKEN,CONFIRMED
148.063,1,1,1,1,0,DESCENT,11.977,2.065,-1.808,1.197,-1.856,-2.687,1.505,-33.491,24.958,-10.58,-0.877,0.118,-0.376,-0.276,36.96,100923.102,-1.183,-8.534,10.936,0,0,BROKEN,CONFIRMED
148.114,1,1,1,1,0,DESCENT,11.979,0.077,-0.802,-1.362,-1.976,-2.123,1.732,-33.899,24.713,-1.956,-0.879,0.125,-0.311,-0.338,36.95,100924.602,-1.505,-8.186,2.79,0,0,BROKEN,CONFIRMED
148.165,1,1,1,1,0,DESCENT,11.981,-0.729,1.898,-4.118,-1.304,-0.958,3.198,-31.595,28.278,4.611,-0.864,0.131,-0.265,-0.408,36.97,100924.156,-1.801,-8.115,-1.798,0,0,BROKEN,CONFIRMED
148.215,1,1,1,1,0,DESCENT,11.977,-1.007,3.482,-3.493,0.334,-0.074,3.352,-27.608,32.124,10.312,-0.828,0.116,-0.256,-0.485,36.96,100923.102,-2.081,-8.178,-3.887,0,0,BROKEN,CONFIRMED
148.267,1,1,1,1,0,DESCENT,11.988,-0.152,0.792,-2.294,2.536,0.907,3.576,-20.931,36.553,12.444,-0.783,0.069,-0.292,-0.544,36.96,100920.75,-2.399,-8.357,-5.986,0,0,BROKEN,CONFIRMED
148.318,1,1,1,1,0,DESCENT,11.976,0.444,-1.051,0.284,3.645,0.767,2.67,-14.592,41.443,8.689,-0.736,-0.006,-0.358,-0.575,36.97,100918.18,-2.655,-8.573,-7.379,0,0,BROKEN,CONFIRMED
148.368,1,1,1,1,0,DESCENT,11.988,2.98,-5.704,0.304,4.28,0.887,2.285,-7.468,43.437,1.063,-0.685,-0.089,-0.427,-0.584,36.97,100924.156,-2.901,-8.82,-7.766,0,0,BROKEN,CONFIRMED
148.419,1,1,1,1,0,DESCENT,11.958,24.691,-61.277,18.062,3.527,0.463,1.458,-1.034,41.869,-6.736,-0.627,-0.176,-0.512,-0.561,36.97,100920.531,-3.134,-8.88,1.054,0,0,BROKEN,CONFIRMED
148.47,1,1,1,1,0,DESCENT,11.992,-1.733,-3.592,0.79,-1.163,-0.5,3.132,5.777,37.725,-19.2,-0.591,-0.218,-0.497,-0.597,36.97,100921.805,-3.329,-8.331,4.896,0,0,BROKEN,CONFIRMED
148.52,1,1,1,1,0,DESCENT,11.997,-0.53,-4.489,0.413,-0.804,-0.109,2.768,12.602,36.518,-17.042,-0.551,-0.246,-0.457,-0.653,36.98,100929.688,-3.492,-8.062,-0.176,0,0,BROKEN,CONFIRMED
148.572,1,1,1,1,0,DESCENT,11.98,-0.898,-7.368,1.157,0.697,-0.14,1.304,17.002,35.208,-15.774,-0.514,-0.273,-0.44,-0.684,36.97,100927.57,-3.626,-7.932,-2.102,0,0,BROKEN,CONFIRMED
148.623,1,1,1,1,0,DESCENT,11.984,-2.19,-15.079,-0.449,0.875,-0.303,-0.436,18.582,33.227,-18.155,-0.498,-0.297,-0.451,-0.679,36.98,100927.352,-3.739,-7.822,-1.557,0,0,BROKEN,CONFIRMED
148.674,1,1,1,1,0,DESCENT,11.969,-0.48,-12.2,0.968,-0.09,-0.093,-0.581,19.378,34.353,-20.8,-0.511,-0.3,-0.463,-0.659,36.98,100929.688,-3.832,-7.611,0.17,0,0,BROKEN,CONFIRMED
148.725,1,1,1,1,0,DESCENT,11.99,0.981,-8.414,-1.114,-0.135,0.127,-0.636,17.77,33.55,-19.969,-0.52,-0.291,-0.468,-0.652,36.98,100920.305,-3.9,-7.37,-0.173,0,0,BROKEN,CONFIRMED
148.776,1,1,1,1,0,DESCENT,11.992,1.17,-9.888,-0.311,0.046,-0.052,-0.243,15.792,35.06,-18.028,-0.527,-0.286,-0.473,-0.645,36.98,100921.367,-3.938,-7.14,-0.573,0,0,BROKEN,CONFIRMED
148.828,1,1,1,1,0,DESCENT,11.996,0.176,-9.888,-0.509,-0.02,0.02,0.194,16.612,34.427,-20.385,-0.526,-0.289,-0.475,-0.644,36.98,100925,-3.951,-6.852,-0.476,0,0,BROKEN,CONFIRMED
148.879,1,1,1,1,0,DESCENT,11.977,0.077,-10.118,-0.37,0.005,-0.006,-0.024,16.202,34.851,-20.764,-0.522,-0.292,-0.476,-0.644,36.98,100923.719,-3.941,-6.603,-0.459,0,0,BROKEN,CONFIRMED
148.929,1,1,1,1,0,DESCENT,11.981,0.444,-9.849,-0.509,0.001,-0.002,-0.02,15.794,34.989,-18.985,-0.522,-0.293,-0.479,-0.643,36.98,100926.055,-3.909,-6.346,-0.483,0,0,BROKEN,CONFIRMED
148.98,1,1,1,1,0,DESCENT,11.981,0.176,-9.928,-0.509,0,-0.001,0.004,15.815,33.581,-19.965,-0.52,-0.296,-0.48,-0.642,36.98,100926.055,-3.86,-6.085,-0.46,0,0,BROKEN,CONFIRMED
149.031,1,1,1,1,0,DESCENT,11.97,0.335,-9.928,-0.469,-0.002,-0.001,0.004,15.808,34.028,-19.935,-0.518,-0.298,-0.482,-0.64,36.98,100925,-3.81,-5.831,-0.435,0,0,BROKEN,CONFIRMED
149.082,1,1,1,1,0,DESCENT,11.993,0.275,-9.908,-0.469,-0.001,-0.001,-0.01,15.78,35.919,-18.446,-0.517,-0.3,-0.484,-0.639,36.97,100919.234,-3.744,-5.575,-0.419,0,0,BROKEN,CONFIRMED
149.132,1,1,1,1,0,DESCENT,11.986,0.256,-9.948,-0.449,-0.003,0.001,-0.002,15.808,34.028,-19.935,-0.515,-0.302,-0.486,-0.638,36.99,100924.781,-3.66,-5.312,-0.4,0,0,BROKEN,CONFIRMED
149.184,1,1,1,1,0,DESCENT,11.962,0.295,-9.928,-0.509,0.001,-0.001,-0.001,14.991,34.554,-19.014,-0.514,-0.304,-0.488,-0.637,36.99,100925.836,-3.565,-5.05,-0.381,0,0,BROKEN,CONFIRMED
149.234,1,1,1,1,0,DESCENT,11.971,0.256,-9.908,-0.449,-0.002,-0.002,-0.004,14.575,35.389,-19.842,-0.512,-0.306,-0.49,-0.636,36.98,100920.305,-3.467,-4.795,-0.355,0,0,BROKEN,CONFIRMED
149.285,1,1,1,1,0,DESCENT,11.984,0.275,-9.928,-0.489,-0.001,0,-0.003,15.414,33.241,-18.628,-0.511,-0.308,-0.491,-0.635,36.98,100921.367,-3.357,-4.54,-0.339,0,0,BROKEN,CONFIRMED
149.336,1,1,1,1,0,DESCENT,11.985,0.275,-9.948,-0.489,-0.003,-0.001,-0.005,14.574,35.455,-18.953,-0.509,-0.31,-0.493,-0.634,36.99,100920.086,-3.231,-4.28,-0.321,0,0,BROKEN,CONFIRMED
149.387,1,1,1,1,0,DESCENT,12,0.315,-9.928,-0.449,-0.002,0.002,-0.004,17.008,34.97,-18.988,-0.507,-0.312,-0.495,-0.633,36.99,100922.43,-3.072,-3.975,-0.292,0,0,BROKEN,CONFIRMED
149.438,1,1,1,1,0,DESCENT,11.994,0.295,-9.908,-0.449,-0.003,0.001,-0.004,15.793,35.024,-18.507,-0.506,-0.314,-0.497,-0.631,36.98,100926.055,-2.937,-3.728,-0.278,0,0,BROKEN,CONFIRMED
149.489,1,1,1,1,0,DESCENT,11.965,0.275,-9.948,-0.469,-0.002,-0.002,-0.004,14.986,34.936,-19.873,-0.504,-0.316,-0.499,-0.63,36.99,100915.398,-2.791,-3.482,-0.257,0,0,BROKEN,CONFIRMED
149.54,1,1,1,1,0,DESCENT,11.973,0.275,-9.928,-0.489,-0.001,0,-0.004,15.39,34.965,-19.395,-0.503,-0.318,-0.5,-0.629,36.99,100916.461,-2.649,-3.247,-0.238,0,0,BROKEN,CONFIRMED
149.591,1,1,1,1,0,DESCENT,11.969,0.295,-9.948,-0.489,0,-0.002,-0.003,17.015,34.492,-19.428,-0.501,-0.32,-0.502,-0.628,36.99,100923.484,-2.515,-3.028,-0.222,0,0,BROKEN,CONFIRMED
149.642,1,1,1,1,0,DESCENT,11.985,0.236,-9.958,-0.489,-0.002,-0.001,-0.002,16.2,34.917,-19.875,-0.499,-0.322,-0.504,-0.627,36.99,100920.086,-2.383,-2.817,-0.202,0,0,BROKEN,CONFIRMED
149.693,1,1,1,1,0,DESCENT,11.988,0.275,-9.928,-0.469,0,-0.001,-0.002,15.795,34.958,-19.396,-0.498,-0.325,-0.506,-0.625,36.98,100923.719,-2.258,-2.619,-0.181,0,0,BROKEN,CONFIRMED
149.744,1,1,1,1,0,DESCENT,11.965,0.295,-9.908,-0.489,-0.003,-0.002,-0.005,15.403,34.07,-19.456,-0.496,-0.327,-0.508,-0.624,37,100924.555,-2.137,-2.431,-0.168,0,0,BROKEN,CONFIRMED
149.795,1,1,1,1,0,DESCENT,11.965,0.275,-9.928,-0.449,-0.001,0,-0.004,14.587,34.53,-19.424,-0.494,-0.329,-0.509,-0.623,36.99,100917.734,-2.016,-2.25,-0.15,0,0,BROKEN,CONFIRMED
149.846,1,1,1,1,0,DESCENT,11.97,0.295,-9.908,-0.449,-0.003,-0.002,-0.002,16.985,36.658,-20.234,-0.493,-0.331,-0.511,-0.622,36.99,100925.836,-1.897,-2.077,-0.138,0,0,BROKEN,CONFIRMED
